animalId,intakeDate,intakeReason,species,sex,breed,color,outcomeDate,outcome,shelterName,shelterID,city,state,indate,outdate,lengthOfStay
AA926609,03/13/2025 01:47:00 PM,Stray,Dog,Intact Female,Siberian Husky,White/Black,2025-03-30T16:39:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-30,17 days
AA926622,03/13/2025 03:05:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Black/White,2025-03-13T17:52:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-13,0 days
AA812976,03/13/2025 03:25:00 PM,Owner Surrender,Cat,Neutered Male,Domestic Medium Hair,Orange Tabby,2025-03-17T12:00:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-17,4 days
AA926633,03/13/2025 04:31:00 PM,Stray,Dog,Intact Male,Great Pyrenees,White/Brown,2025-03-18T16:34:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-18,5 days
AA926629,03/13/2025 04:55:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Gray,2025-03-24T18:00:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-24,11 days
AA926630,03/13/2025 04:55:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Black,2025-03-24T18:00:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-24,11 days
AA926631,03/13/2025 04:55:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Black,2025-03-24T18:00:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-24,11 days
AA926632,03/13/2025 04:55:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Brown Tabby,2025-03-24T18:00:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-13,2025-03-24,11 days
AA926317,03/14/2025 08:13:00 AM,Owner Surrender,Dog,Neutered Male,Siberian Husky,Black/White,2025-03-17T16:22:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-17,3 days
AA888934,03/14/2025 08:54:00 AM,Public Assist,Dog,Unknown,Staffordshire/Bull Terrier,White/Black,2025-03-20T10:07:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-20,6 days
AA891685,03/14/2025 10:52:00 AM,Public Assist,Dog,Spayed Female,Beagle/Labrador Retriever,Tricolor,2025-04-08T10:23:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-04-08,25 days
AA926646,03/14/2025 10:59:00 AM,Stray,Dog,Intact Female,Pit Bull Mix,Blue/White,2025-04-16T14:29:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-04-16,33 days
AA926647,03/14/2025 11:07:00 AM,Stray,Cat,Unknown,Domestic Shorthair,Brown Tabby/White,2025-03-17T09:27:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-17,3 days
AA926650,03/14/2025 11:59:00 AM,Owner Surrender,Cat,Intact Female,Domestic Shorthair,Calico/White,2025-03-17T18:31:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-17,3 days
AA926651,03/14/2025 11:59:00 AM,Owner Surrender,Cat,Intact Female,Domestic Shorthair,Calico/White,2025-03-17T18:32:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-17,3 days
AA926652,03/14/2025 11:59:00 AM,Owner Surrender,Cat,Intact Female,Domestic Shorthair,Calico/White,2025-03-17T16:03:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-17,3 days
AA926655,03/14/2025 11:59:00 AM,Owner Surrender,Cat,Neutered Male,Domestic Shorthair,Brown Tabby/White,2025-03-16T11:33:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-16,2 days
AA919725,03/14/2025 12:00:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Orange Tabby,2025-03-18T18:36:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-18,4 days
AA926656,03/14/2025 12:15:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,White/Blue,2025-03-20T12:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-20,6 days
AA926657,03/14/2025 12:15:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby/White,2025-03-20T11:45:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-20,6 days
AA926658,03/14/2025 12:15:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby/White,2025-03-20T14:27:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-20,6 days
AA926659,03/14/2025 12:41:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby/White,2025-03-18T16:52:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-18,4 days
AA926661,03/14/2025 01:01:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair,Orange Tabby/White,2025-03-17T18:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-17,3 days
AA926666,03/14/2025 01:48:00 PM,Public Assist,Dog,Unknown,German Shepherd,Brown,2025-03-17T18:45:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-17,3 days
AA832172,03/14/2025 01:48:00 PM,Public Assist,Dog,Neutered Male,Pit Bull Mix,Brown/White,2025-03-22T17:32:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-22,8 days
AA926671,03/14/2025 02:15:00 PM,Stray,Dog,Intact Male,Chihuahua Shorthair,Black,2025-03-18T17:25:00,Died,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-18,4 days
AA909017,03/14/2025 02:27:00 PM,Owner Surrender,Dog,Neutered Male,Redbone Hound Mix,Brown,2025-04-03T12:30:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-04-03,20 days
AA926673,03/14/2025 03:17:00 PM,Owner Surrender,Cat,Neutered Male,Domestic Shorthair,Brown Tabby,2025-03-15T17:08:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-15,1 days
AA926674,03/14/2025 04:12:00 PM,Wildlife,Other,Unknown,Raccoon,Gray/Black,2025-03-15T12:02:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-15,1 days
AA926679,03/14/2025 04:17:00 PM,Stray,Dog,Spayed Female,Miniature Pinscher,Black/Tan,2025-03-15T12:55:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-15,1 days
AA926681,03/14/2025 04:44:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2025-04-06T13:26:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-04-06,23 days
AA926693,03/14/2025 09:13:00 PM,Stray,Dog,Intact Male,German Shepherd,Black/Brown,2025-03-15T12:41:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-15,1 days
AA926694,03/14/2025 11:26:00 PM,Wildlife,Other,Unknown,Bat,Black/Brown,2025-03-15T11:59:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-14,2025-03-15,1 days
AA926690,03/15/2025 07:35:00 AM,Stray,Dog,Intact Male,Labrador Retriever,Black,2025-03-15T14:10:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-15,0 days
AA926691,03/15/2025 07:35:00 AM,Stray,Dog,Intact Female,Labrador Retriever,Chocolate/White,2025-03-15T12:33:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-15,0 days
AA926692,03/15/2025 07:35:00 AM,Stray,Dog,Intact Male,Labrador Retriever,Tan,2025-03-15T12:34:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-15,0 days
AA926704,03/15/2025 09:37:00 AM,Public Assist,Dog,Intact Male,Labrador Retriever/Pit Bull,Black/White,2025-04-07T17:35:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-04-07,23 days
AA926708,03/15/2025 10:23:00 AM,Public Assist,Dog,Intact Male,French Bulldog,Blue Merle,2025-03-15T17:32:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-15,0 days
AA926709,03/15/2025 11:14:00 AM,Stray,Cat,Unknown,Domestic Medium Hair,Blue Tabby,2025-03-19T00:00:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-19,4 days
AA915089,03/15/2025 11:54:00 AM,Stray,Cat,Neutered Male,Domestic Shorthair,Orange Tabby,2025-03-22T15:57:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-22,7 days
AA926715,03/15/2025 12:57:00 PM,Public Assist,Dog,Intact Female,Labrador Retriever Mix,Tan,2025-03-21T17:00:00,Rto-Adopt,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-21,6 days
AA926721,03/15/2025 01:45:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Black,2025-04-11T14:15:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-04-11,27 days
AA926712,03/15/2025 02:25:00 PM,Stray,Dog,Intact Male,Carolina Dog Mix,Red/White,2025-03-24T16:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-24,9 days
AA926731,03/15/2025 03:46:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair,Brown Tabby/White,2025-03-19T11:33:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-19,4 days
AA926728,03/15/2025 03:57:00 PM,Wildlife,Other,Unknown,Bat/Mex Free-Tail,Brown,2025-03-16T10:39:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-16,1 days
AA926739,03/15/2025 08:49:00 PM,Wildlife,Other,Unknown,Bat,Brown,2025-03-16T10:40:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-15,2025-03-16,1 days
AA762426,03/16/2025 04:54:00 PM,Public Assist,Dog,Neutered Male,Pit Bull/Australian Cattle Dog,White/Black,2023-04-29T15:11:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-16,2023-04-29,-687 days
AA902539,03/17/2025 06:57:00 AM,Stray,Cat,Spayed Female,Domestic Longhair,Calico,2025-03-22T10:30:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-22,5 days
AA926778,03/17/2025 07:51:00 AM,Wildlife,Other,Unknown,Bat,Brown,2025-03-17T10:37:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-17,0 days
AA926789,03/17/2025 11:04:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Lynx Point,2025-03-27T17:21:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-27,10 days
AA926787,03/17/2025 11:04:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,White/Orange Tabby,2025-03-25T17:14:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-25,8 days
AA926790,03/17/2025 11:14:00 AM,Stray,Cat,Unknown,Domestic Shorthair,Brown Tabby,2025-03-20T08:21:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-20,3 days
AA926791,03/17/2025 11:20:00 AM,Owner Surrender,Dog,Intact Male,Field Spaniel,Black/Tan,2025-03-18T17:09:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-18,1 days
AA926792,03/17/2025 11:20:00 AM,Owner Surrender,Dog,Intact Female,Yorkshire Terrier,Silver/Tan,2025-03-20T16:44:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-20,3 days
AA926797,03/17/2025 11:29:00 AM,Stray,Dog,Intact Female,Pit Bull,Fawn,2025-04-28T17:52:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-04-28,42 days
AA924907,03/17/2025 11:31:00 AM,Owner Surrender,Dog,Spayed Female,Chihuahua Shorthair/Miniature Pinscher,Black/Tan,2025-03-18T18:56:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-18,1 days
AA916727,03/17/2025 11:35:00 AM,Owner Surrender,Dog,Neutered Male,German Shepherd,Brown,2025-03-18T18:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-18,1 days
AA926799,03/17/2025 11:42:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2025-03-25T11:41:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-25,8 days
AA926800,03/17/2025 11:42:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2025-03-25T11:40:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-25,8 days
AA926801,03/17/2025 11:54:00 AM,Stray,Other,Intact Male,Rabbit Sh,White/Orange,2025-03-26T12:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-26,9 days
AA926798,03/17/2025 11:59:00 AM,Wildlife,Other,Unknown,Bat,Brown/Black,2025-03-19T11:03:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-19,2 days
AA926740,03/17/2025 12:06:00 PM,Stray,Dog,Intact Male,American Staffordshire Terrier Mix,Brown Brindle,2025-03-29T12:55:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-29,12 days
AA920693,03/17/2025 12:12:00 PM,Owner Surrender,Dog,Neutered Male,Cairn Terrier Mix,Brown/White,2025-03-21T14:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-21,4 days
AA926749,03/17/2025 12:34:00 PM,Stray,Dog,Intact Male,American Pit Bull Terrier,Black/White,2025-03-24T19:02:00,Rto-Adopt,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-24,7 days
AA926813,03/17/2025 12:44:00 PM,Owner Surrender,Cat,Spayed Female,Domestic Shorthair,Black,2025-04-19T15:18:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-04-19,33 days
AA926811,03/17/2025 12:49:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Orange Tabby/White,2025-04-03T18:55:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-04-03,17 days
AA926803,03/17/2025 12:52:00 PM,Stray,Dog,Intact Male,Cane Corso,Black Brindle,2025-03-18T13:02:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-18,1 days
AA926808,03/17/2025 12:57:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2025-03-21T16:23:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-21,4 days
AA926812,03/17/2025 01:04:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black,2025-03-19T13:25:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-19,2 days
AA926826,03/17/2025 01:12:00 PM,Abandoned,Cat,Intact Male,Domestic Shorthair,Orange Tabby/White,2025-04-05T16:17:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-04-05,19 days
AA926816,03/17/2025 01:57:00 PM,Stray,Dog,Intact Female,French Bulldog/Pomeranian,Black/Tan,2025-03-21T16:31:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-21,4 days
AA870804,03/17/2025 02:41:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Brown Tabby,2025-03-23T13:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-23,6 days
AA926822,03/17/2025 03:13:00 PM,Abandoned,Dog,Intact Female,Miniature Pinscher,Brown,2025-04-19T15:31:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-04-19,33 days
AA926830,03/17/2025 06:02:00 PM,Stray,Dog,Intact Male,Mastiff,Blue/White,2025-03-18T18:40:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-18,1 days
AA896867,03/17/2025 06:02:00 PM,Stray,Dog,Neutered Male,Border Collie Mix,White/Black,2025-03-18T18:50:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-18,1 days
AA926833,03/17/2025 06:11:00 PM,Stray,Dog,Intact Female,Maltese Mix,White,2025-03-22T08:44:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-17,2025-03-22,5 days
AA926838,03/18/2025 09:11:00 AM,Public Assist,Dog,Intact Female,Pit Bull,White,2025-03-19T13:53:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-19,1 days
AA924431,03/18/2025 09:38:00 AM,Public Assist,Dog,Neutered Male,Shih Tzu/Cairn Terrier,Cream,2025-03-22T12:36:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-22,4 days
AA924430,03/18/2025 09:38:00 AM,Public Assist,Dog,Neutered Male,Pit Bull,Brown Brindle,2025-02-25T18:22:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-02-25,-21 days
AA926848,03/18/2025 11:00:00 AM,Stray,Bird,Unknown,Chicken,Black/Brown,2025-03-23T12:43:02,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-23,5 days
AA926849,03/18/2025 11:01:00 AM,Owner Surrender,Dog,Intact Male,Australian Cattle Dog,Blue Tick,2025-03-29T17:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-29,11 days
AA926847,03/18/2025 11:01:00 AM,Owner Surrender,Dog,Intact Female,Labrador Retriever Mix,Black/White,2025-03-23T15:00:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-23,5 days
AA926859,03/18/2025 11:01:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,White/Apricot,2025-03-19T11:54:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-19,1 days
AA926854,03/18/2025 11:23:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Torbie,2025-03-28T18:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-28,10 days
AA926855,03/18/2025 11:23:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Tortie,2025-03-24T16:30:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-24,6 days
AA926856,03/18/2025 11:23:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Black/White,2025-03-31T16:05:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-31,13 days
AA926857,03/18/2025 11:46:00 AM,Stray,Cat,Unknown,Domestic Shorthair,White/Brown,2025-03-20T08:15:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-20,2 days
AA923147,03/18/2025 01:07:00 PM,Stray,Dog,Neutered Male,Australian Shepherd,Black/White,2025-04-19T14:00:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-04-19,32 days
AA735345,03/18/2025 01:39:00 PM,Stray,Dog,Intact Female,Border Collie Mix,Black/Tan,2025-03-18T13:58:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-18,0 days
AA926869,03/18/2025 02:06:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Black,2025-03-20T08:19:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-20,2 days
AA925937,03/18/2025 02:24:00 PM,Stray,Dog,Intact Male,Dalmatian,White,2025-03-24T16:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-24,6 days
AA926870,03/18/2025 02:27:00 PM,Public Assist,Other,Unknown,Lizard,Yellow/Black,2025-03-27T17:22:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-27,9 days
AA926875,03/18/2025 02:27:00 PM,Public Assist,Other,Unknown,Lizard,Yellow/Black,2025-03-31T11:48:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-31,13 days
AA926876,03/18/2025 02:27:00 PM,Public Assist,Other,Unknown,Lizard,Yellow/Black,2025-03-31T11:48:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-31,13 days
AA926877,03/18/2025 02:27:00 PM,Public Assist,Other,Unknown,Lizard,Yellow/Black,2025-03-31T11:47:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-31,13 days
AA926879,03/18/2025 02:44:00 PM,Stray,Dog,Intact Male,Pit Bull,Brown Brindle,2025-03-26T15:15:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-26,8 days
AA926880,03/18/2025 02:44:00 PM,Stray,Dog,Intact Female,Pit Bull,Brown Brindle,2025-03-28T19:10:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-28,10 days
AA926873,03/18/2025 02:44:00 PM,Stray,Dog,Intact Male,Pit Bull,Brown Brindle,2025-03-27T18:34:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-27,9 days
AA925472,03/18/2025 03:32:00 PM,Stray,Dog,Neutered Male,Pit Bull,White/Brown,2025-04-26T18:27:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-04-26,39 days
AA926899,03/18/2025 04:45:00 PM,Stray,Dog,Intact Male,Shih Tzu Mix,Tan/White,2025-03-19T12:16:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-19,1 days
AA926900,03/18/2025 04:49:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Orange Tabby,2025-03-24T17:34:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-24,6 days
AA926901,03/18/2025 04:49:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Cream Tabby,2025-03-24T16:16:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-24,6 days
AA926902,03/18/2025 04:49:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2025-03-25T16:56:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-25,7 days
AA926903,03/18/2025 04:49:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2025-04-11T16:17:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-04-11,24 days
AA926904,03/18/2025 04:53:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Blue Tabby/White,2025-03-27T08:50:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-27,9 days
AA926905,03/18/2025 05:32:00 PM,Stray,Cat,Intact Male,Domestic Medium Hair,Black,2025-03-25T14:10:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-25,7 days
AA926906,03/18/2025 05:32:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2025-03-25T14:09:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-25,7 days
AA926735,03/18/2025 09:43:00 PM,Public Assist,Dog,Intact Male,Boxer,Brown/White,2025-03-25T14:37:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-18,2025-03-25,7 days
AA926918,03/19/2025 06:41:00 AM,Stray,Dog,Intact Male,Shih Tzu,Gray/White,2025-03-19T15:30:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926921,03/19/2025 09:10:00 AM,Stray,Dog,Neutered Male,Pit Bull,White/Black,2025-03-19T12:16:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926923,03/19/2025 09:58:00 AM,Wildlife,Other,Unknown,Bat,Brown,2025-03-20T11:01:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-20,1 days
AA926924,03/19/2025 09:58:00 AM,Wildlife,Other,Unknown,Bat,Brown,2025-03-20T11:01:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-20,1 days
AA926925,03/19/2025 10:18:00 AM,Stray,Dog,Intact Male,Australian Cattle Dog Mix,Red,2025-03-19T14:43:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926928,03/19/2025 10:34:00 AM,Wildlife,Other,Unknown,Bat,Brown,2025-03-20T11:00:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-20,1 days
AA926934,03/19/2025 11:00:00 AM,Owner Surrender,Cat,Spayed Female,Tonkinese,Blue Point,2025-03-22T18:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-22,3 days
AA926938,03/19/2025 11:00:00 AM,Owner Surrender,Dog,Intact Female,Siberian Husky Mix,Black/White,2025-03-19T15:15:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926939,03/19/2025 11:00:00 AM,Owner Surrender,Dog,Intact Male,Siberian Husky Mix,Black/White,2025-03-19T15:15:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926940,03/19/2025 11:00:00 AM,Owner Surrender,Dog,Intact Female,Siberian Husky Mix,Black/White,2025-03-19T15:14:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926941,03/19/2025 11:00:00 AM,Owner Surrender,Dog,Intact Male,Siberian Husky Mix,Tan/White,2025-03-19T15:14:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926942,03/19/2025 11:00:00 AM,Owner Surrender,Dog,Intact Female,Siberian Husky Mix,Tan/White,2025-03-19T15:14:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926943,03/19/2025 11:00:00 AM,Owner Surrender,Dog,Intact Female,Siberian Husky Mix,Tan/White,2025-03-19T15:13:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926944,03/19/2025 11:00:00 AM,Owner Surrender,Dog,Intact Female,Siberian Husky Mix,White,2025-03-19T15:13:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-19,0 days
AA926930,03/19/2025 11:02:00 AM,Wildlife,Other,Unknown,Bat,Brown,2025-03-20T11:00:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2025-03-19,2025-03-20,1 days
